기간,HS코드,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
"2022-01","5407","합성필라멘트사의 직물(제5404호 재료로 직조한 직물을 포함한다)",10893.9,112389,2830.3,17165,95223
"2022-01","6909","실험실용ㆍ화학용이나 그 밖의 공업용 도자제품, 농업용 도자제 통과 이와 유사한 용기, 물품의 수송용ㆍ포장용으로 사용하는 도자제의 항아리ㆍ단지와 이와 유사한 제품",729.4,27361,1747.6,47339,-19979
"2022-01","7208","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 열간(熱間)압연한 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",638721.5,631061,279178.2,264946,366115
"2022-01","7209","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 냉간압연(냉간환원)한 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",342893.1,325053,19226.6,20565,304488
"2022-01","7210","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 클래드(clad)ㆍ도금ㆍ도포한 것으로 한정한다]",599074.3,827536,91518.4,103426,724110
"2022-01","7211","철이나 비합금강의 평판압연제품[폭이 600밀리미터 미만인 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",10986.7,16150,1145.3,1696,14454
"2022-01","7212","철이나 비합금강의 평판압연제품[폭이 600밀리미터 미만인 것으로서 클래드(clad)ㆍ도금ㆍ도포한 것으로 한정한다]",17891.2,29171,2435.8,4362,24809
"2022-01","7213","철이나 비합금강의 봉[열간(熱間)압연한 것으로서 불규칙적으로 감은 코일 모양인 것으로 한정한다]",59787.9,55397,45420.4,41105,14292
"2022-01","7214","철이나 비합금강의 그 밖의 봉[단조(鍛造)ㆍ열간(熱間)압연ㆍ열간인발(熱間引拔)ㆍ열간(熱間)압출보다 더 가공하지 않은 것으로 한정하고, 압연 후 꼬임가공된 것을 포함한다]",18821.4,18964,45498.3,37992,-19028
"2022-01","7215","철이나 비합금강의 그 밖의 봉",2572.0,4644,2749.2,2900,1744
"2022-01","7216","철이나 비합금강의 형강(形鋼)",58595.8,62136,49068.8,46175,15961
"2022-01","8108","티타늄과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",180.1,4841,989.6,18890,-14049
"2022-01","8109","지르코늄과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",1.5,170,3.5,1834,-1664
"2022-01","8110","안티모니와 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",137.8,1741,185.2,2411,-670
"2022-01","8111","망간과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",26719.4,1102,9504.4,61517,-60415
"2022-01","8112","베릴륨ㆍ크로뮴ㆍ하프늄ㆍ레늄ㆍ탈륨ㆍ카드뮴ㆍ게르마늄ㆍ바나듐ㆍ갈륨ㆍ인듐ㆍ니오븀(컬럼븀)과 이것으로 만든 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",496.0,4573,192.2,9982,-5409
"2022-01","8113","서멧(cermet)과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",73.9,3755,154.9,9115,-5361
"2022-01","8501","전동기와 발전기(발전세트는 제외한다)",7989.4,126041,10657.3,384097,-258055
"2022-01","8503","부분품(제8501호나 제8502호의 기계에 전용되거나 주로 사용되는 것으로 한정한다)",3621.2,42373,5007.7,39273,3100
"2022-01","8507","축전지(격리판을 포함하며, 직사각형이나 정사각형인지에 상관없다)",88519.2,727393,14057.2,379495,347897
"2022-01","9001","광섬유와 광섬유 다발, 제8544호의 것 외의 광섬유 케이블, 편광재료(polarizing material)로 만든 판, 각종 재료로 만든 렌즈(콘택트렌즈를 포함한다)ㆍ프리즘ㆍ반사경과 그 밖의 광학소자로서 장착되지 않은 것(광학적으로 가공하지 않은 유리로 만든 광학소자는 제외한다)",11939.6,369615,2749.6,155196,214419
"2022-02","2811","그 밖의 무기산과 무기 비(非)금속 산화물",4947.4,15677,16814.2,34452,-18775
"2022-02","3818","전자공업에 사용하기 위하여 도프처리된(doped) 화학원소(디스크ㆍ웨이퍼 모양이나 이와 유사한 모양으로 한정한다), 전자공업에 사용하기 위하여 도프처리된(doped) 화학화합물",197.5,108821,648.5,186622,-77801
"2022-02","3901","에틸렌의 중합체[일차제품(primary form)으로 한정한다]",395229.9,628902,22858.5,47230,581671
"2022-02","4002","합성고무와 기름에서 제조한 팩티스(factice)[일차제품(primary form)ㆍ판ㆍ시트(sheet)ㆍ스트립 모양으로 한정한다], 제4001호의 물품과 제4002호의 물품과의 혼합물[일차제품(primary form)ㆍ판ㆍ시트(sheet)ㆍ스트립 모양으로 한정한다]",155441.5,266061,10850.7,32063,233997
"2022-02","4802","도포하지 않은 종이와 판지(필기용, 인쇄용, 그 밖의 그래픽용으로 한정한다), 구멍을 뚫지 않은 펀치카드와 펀치테이프지[제4801호와 제4803호의 것은 제외하며, 크기와는 관계 없이 롤 모양이나 직사각형(정사각형을 포함한다) 시트(sheet) 모양으로 한정한다], 수제(手製) 종이와 판지",5882.4,5112,16274.1,16783,-11671
"2022-02","4803","화장지ㆍ안면용 티슈용 원지, 타월ㆍ냅킨용 원지와 이와 유사한 가정용이나 위생용 종이, 셀룰로오스워딩ㆍ셀룰로오스섬유의 웹(web)[주름지거나(creped) 구겨진(crinkled) 것, 올록볼록한(embossed) 것, 구멍을 뚫은(perforated) 것, 착색한 것, 표면장식한 것, 인쇄한 것인지에 상관없으며 롤 모양이나 시트(sheet) 모양으로 한정한다]",702.8,1494,11764.0,15067,-13573
"2022-02","4804","도포하지 않은 크라프트지와 판지[롤 모양이나 시트(sheet) 모양으로 한정하며, 제4802호나 제4803호의 것은 제외한다]",10453.9,6510,22427.6,23179,-16669
"2022-02","4805","그 밖의 도포하지 않은 종이와 판지[롤 모양이나 시트(sheet) 모양으로 한정하며, 이 류의 주 제3호의 것 이상의 가공을 하지 않은 것으로 한정한다]",53525.5,31005,11922.2,14372,16634
"2022-02","4806","황산지ㆍ내지지(耐脂紙)ㆍ트레이싱지(tracing paper)ㆍ글라신지(glassine paper)와 그 밖의 투명 광택지나 반투명 광택지[롤 모양이나 시트(sheet) 모양으로 한정한다]",6.1,30,2444.6,4275,-4245
"2022-02","4807","겹붙인 종이와 판지[접착제로 겹붙인 것으로서 롤 모양이나 시트(sheet) 모양으로 한정하며, 표면을 도포하거나 침투시킨 것은 제외하고, 내면을 보강했는지에 상관없다]",796.1,570,371.1,584,-14
"2022-02","4808","물결 모양으로 하거나(corrugated)(평면지가 붙은 것인지에 상관없다) 주름지거나(creped) 구겨지거나(crinkled) 올록볼록하거나(embossed) 구멍을 뚫은(perforated) 종이와 판지[롤 모양이나 시트(sheet) 모양으로 한정하며, 제4803호의 것은 제외한다]",556.2,932,279.1,1252,-320
"2022-02","4809","카본지, 셀프복사지, 그 밖의 복사지나 전사지[등사원지나 오프셋 플레이트(offset plate)로 사용하는 도포지와 침투지를 포함하고, 인쇄한 것인지에 상관없으며 롤 모양이나 시트(sheet) 모양으로 한정한다]",14342.5,25221,927.7,1586,23636
"2022-02","4810","한 면이나 양면을 도포한 종이와 판지[결합재가 있는지에 상관없으며 고령토(kaolin)[차이나 클레이(China clay)]나 그 밖의 무기물질을 도포한 것(그 밖의 다른 물질을 도포한 것은 제외한다)으로서 표면착색ㆍ표면장식ㆍ인쇄하였는지에 상관없으며 크기와는 관계없이 롤 모양이나 직사각형(정사각형을 포함한다)의 시트(sheet) 모양으로 한정한다]",114810.0,95838,9903.7,10649,85190
"2022-02","4811","종이, 판지, 셀룰로오스워딩, 셀룰로오스섬유의 웹(web)[크기와는 관계 없이 롤 모양이나 직사각형(정사각형을 포함한다)의 시트(sheet) 모양으로서 도포ㆍ침투ㆍ피복ㆍ표면착색ㆍ표면장식ㆍ인쇄한 것으로 한정하며, 제4803호ㆍ제4809호ㆍ제4810호에 열거한 것은 제외한다]",11628.7,27561,13937.6,35496,-7934
"2022-02","5402","합성필라멘트사(재봉사와 소매용은 제외하며, 67데시텍스 미만인 합성모노필라멘트를 포함한다)",23271.2,86432,26213.8,65318,21114
"2022-02","5403","재생ㆍ반(半)합성 필라멘트사[재봉사와 소매용은 제외하며, 67데시텍스 미만인 재생ㆍ반(半)합성 모노필라멘트를 포함한다]",5.2,108,1010.2,5755,-5647
"2022-02","5404","합성모노필라멘트(67데시텍스 이상인 것으로서 횡단면의 치수가 1밀리미터 이하인 것으로 한정한다), 방직용 합성섬유재료의 스트립(strip)이나 이와 유사한 것[예: 인조스트로(straw)](시폭이 5밀리미터 이하인 것으로 한정한다)",240.5,3944,80.4,983,2961
"2022-02","5406","인조필라멘트사(재봉사는 제외하며, 소매용으로 한정한다)",4.7,60,7.2,82,-22
"2022-02","5407","합성필라멘트사의 직물(제5404호 재료로 직조한 직물을 포함한다)",9593.0,96693,1623.4,11357,85336
"2022-02","6909","실험실용ㆍ화학용이나 그 밖의 공업용 도자제품, 농업용 도자제 통과 이와 유사한 용기, 물품의 수송용ㆍ포장용으로 사용하는 도자제의 항아리ㆍ단지와 이와 유사한 제품",785.9,25655,1423.3,42130,-16476
"2022-02","7208","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 열간(熱間)압연한 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",551825.1,517422,364803.4,326973,190449
"2022-02","7209","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 냉간압연(냉간환원)한 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",303089.8,279317,18610.9,19093,260225
"2022-02","7210","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 클래드(clad)ㆍ도금ㆍ도포한 것으로 한정한다]",513213.9,695646,76578.4,84071,611574
"2022-02","7211","철이나 비합금강의 평판압연제품[폭이 600밀리미터 미만인 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",10284.6,14926,981.3,1488,13439
"2022-02","7212","철이나 비합금강의 평판압연제품[폭이 600밀리미터 미만인 것으로서 클래드(clad)ㆍ도금ㆍ도포한 것으로 한정한다]",18260.8,30144,3761.8,6262,23882
"2022-02","7213","철이나 비합금강의 봉[열간(熱間)압연한 것으로서 불규칙적으로 감은 코일 모양인 것으로 한정한다]",51996.7,47652,64804.0,54537,-6884
"2022-02","7214","철이나 비합금강의 그 밖의 봉[단조(鍛造)ㆍ열간(熱間)압연ㆍ열간인발(熱間引拔)ㆍ열간(熱間)압출보다 더 가공하지 않은 것으로 한정하고, 압연 후 꼬임가공된 것을 포함한다]",15922.7,16131,78735.1,62249,-46118
"2022-02","7215","철이나 비합금강의 그 밖의 봉",2511.7,5459,3741.1,4129,1330
"2022-02","7216","철이나 비합금강의 형강(形鋼)",57773.6,60856,42991.8,39414,21442
"2022-02","8108","티타늄과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",274.6,5256,1455.0,25263,-20007
"2022-02","8109","지르코늄과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",0.0,20,12.5,3866,-3845
"2022-02","8110","안티모니와 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",136.7,1757,40.7,512,1245
"2022-02","8111","망간과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",3.4,49,9969.1,64278,-64229
"2022-02","8112","베릴륨ㆍ크로뮴ㆍ하프늄ㆍ레늄ㆍ탈륨ㆍ카드뮴ㆍ게르마늄ㆍ바나듐ㆍ갈륨ㆍ인듐ㆍ니오븀(컬럼븀)과 이것으로 만든 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",332.5,3817,180.5,8327,-4510
"2022-02","8113","서멧(cermet)과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",54.5,3486,128.3,8406,-4919
"2022-02","8501","전동기와 발전기(발전세트는 제외한다)",6721.0,109455,8999.6,339448,-229993
"2022-02","8503","부분품(제8501호나 제8502호의 기계에 전용되거나 주로 사용되는 것으로 한정한다)",3197.2,37276,3381.4,29518,7758
"2022-02","8507","축전지(격리판을 포함하며, 직사각형이나 정사각형인지에 상관없다)",79622.8,692217,12584.5,333302,358916
"2022-02","9001","광섬유와 광섬유 다발, 제8544호의 것 외의 광섬유 케이블, 편광재료(polarizing material)로 만든 판, 각종 재료로 만든 렌즈(콘택트렌즈를 포함한다)ㆍ프리즘ㆍ반사경과 그 밖의 광학소자로서 장착되지 않은 것(광학적으로 가공하지 않은 유리로 만든 광학소자는 제외한다)",11870.3,369104,2838.1,130710,238394
"2022-03","2811","그 밖의 무기산과 무기 비(非)금속 산화물",5177.5,17233,18923.2,40026,-22793
"2022-03","3818","전자공업에 사용하기 위하여 도프처리된(doped) 화학원소(디스크ㆍ웨이퍼 모양이나 이와 유사한 모양으로 한정한다), 전자공업에 사용하기 위하여 도프처리된(doped) 화학화합물",211.7,116039,818.2,221419,-105381
"2022-03","3901","에틸렌의 중합체[일차제품(primary form)으로 한정한다]",380114.1,669009,23883.5,49904,619105
"2022-03","4002","합성고무와 기름에서 제조한 팩티스(factice)[일차제품(primary form)ㆍ판ㆍ시트(sheet)ㆍ스트립 모양으로 한정한다], 제4001호의 물품과 제4002호의 물품과의 혼합물[일차제품(primary form)ㆍ판ㆍ시트(sheet)ㆍ스트립 모양으로 한정한다]",178731.1,325112,12753.4,36937,288175
"2022-03","4802","도포하지 않은 종이와 판지(필기용, 인쇄용, 그 밖의 그래픽용으로 한정한다), 구멍을 뚫지 않은 펀치카드와 펀치테이프지[제4801호와 제4803호의 것은 제외하며, 크기와는 관계 없이 롤 모양이나 직사각형(정사각형을 포함한다) 시트(sheet) 모양으로 한정한다], 수제(手製) 종이와 판지",6694.8,6490,19684.3,20419,-13929
"2022-03","4803","화장지ㆍ안면용 티슈용 원지, 타월ㆍ냅킨용 원지와 이와 유사한 가정용이나 위생용 종이, 셀룰로오스워딩ㆍ셀룰로오스섬유의 웹(web)[주름지거나(creped) 구겨진(crinkled) 것, 올록볼록한(embossed) 것, 구멍을 뚫은(perforated) 것, 착색한 것, 표면장식한 것, 인쇄한 것인지에 상관없으며 롤 모양이나 시트(sheet) 모양으로 한정한다]",954.8,2028,11037.1,14352,-12324
"2022-03","4804","도포하지 않은 크라프트지와 판지[롤 모양이나 시트(sheet) 모양으로 한정하며, 제4802호나 제4803호의 것은 제외한다]",9895.9,6129,25234.9,26078,-19949
"2022-03","4805","그 밖의 도포하지 않은 종이와 판지[롤 모양이나 시트(sheet) 모양으로 한정하며, 이 류의 주 제3호의 것 이상의 가공을 하지 않은 것으로 한정한다]",44524.5,26641,12823.3,16249,10392
"2022-03","4806","황산지ㆍ내지지(耐脂紙)ㆍ트레이싱지(tracing paper)ㆍ글라신지(glassine paper)와 그 밖의 투명 광택지나 반투명 광택지[롤 모양이나 시트(sheet) 모양으로 한정한다]",40.4,122,2316.9,3904,-3783
"2022-03","4807","겹붙인 종이와 판지[접착제로 겹붙인 것으로서 롤 모양이나 시트(sheet) 모양으로 한정하며, 표면을 도포하거나 침투시킨 것은 제외하고, 내면을 보강했는지에 상관없다]",552.9,443,1086.6,855,-412
"2022-03","4808","물결 모양으로 하거나(corrugated)(평면지가 붙은 것인지에 상관없다) 주름지거나(creped) 구겨지거나(crinkled) 올록볼록하거나(embossed) 구멍을 뚫은(perforated) 종이와 판지[롤 모양이나 시트(sheet) 모양으로 한정하며, 제4803호의 것은 제외한다]",588.7,1112,296.7,937,176
"2022-03","4809","카본지, 셀프복사지, 그 밖의 복사지나 전사지[등사원지나 오프셋 플레이트(offset plate)로 사용하는 도포지와 침투지를 포함하고, 인쇄한 것인지에 상관없으며 롤 모양이나 시트(sheet) 모양으로 한정한다]",11839.7,20805,1646.8,2599,18206
"2022-03","4810","한 면이나 양면을 도포한 종이와 판지[결합재가 있는지에 상관없으며 고령토(kaolin)[차이나 클레이(China clay)]나 그 밖의 무기물질을 도포한 것(그 밖의 다른 물질을 도포한 것은 제외한다)으로서 표면착색ㆍ표면장식ㆍ인쇄하였는지에 상관없으며 크기와는 관계없이 롤 모양이나 직사각형(정사각형을 포함한다)의 시트(sheet) 모양으로 한정한다]",131353.8,110382,14111.0,15531,94851
"2022-03","4811","종이, 판지, 셀룰로오스워딩, 셀룰로오스섬유의 웹(web)[크기와는 관계 없이 롤 모양이나 직사각형(정사각형을 포함한다)의 시트(sheet) 모양으로서 도포ㆍ침투ㆍ피복ㆍ표면착색ㆍ표면장식ㆍ인쇄한 것으로 한정하며, 제4803호ㆍ제4809호ㆍ제4810호에 열거한 것은 제외한다]",11584.0,27452,14683.0,36800,-9349
"2022-03","5402","합성필라멘트사(재봉사와 소매용은 제외하며, 67데시텍스 미만인 합성모노필라멘트를 포함한다)",24110.8,91206,34092.2,87435,3771
"2022-03","5403","재생ㆍ반(半)합성 필라멘트사[재봉사와 소매용은 제외하며, 67데시텍스 미만인 재생ㆍ반(半)합성 모노필라멘트를 포함한다]",13.6,301,1464.1,8127,-7826
"2022-03","5404","합성모노필라멘트(67데시텍스 이상인 것으로서 횡단면의 치수가 1밀리미터 이하인 것으로 한정한다), 방직용 합성섬유재료의 스트립(strip)이나 이와 유사한 것[예: 인조스트로(straw)](시폭이 5밀리미터 이하인 것으로 한정한다)",297.8,4955,156.3,1238,3717
"2022-03","5405","재생ㆍ반(半)합성 모노필라멘트(67데시텍스 이상인 것으로서 횡단면의 치수가 1밀리미터 이하인 것으로 한정한다), 재생ㆍ반(半)합성 방직용 섬유재료의 스트립(strip)이나 이와 유사한 것[예: 인조 스트로(straw)](시폭이 5밀리미터 이하인 것으로 한정한다)",0.3,6,0.0,0,5
"2022-03","5406","인조필라멘트사(재봉사는 제외하며, 소매용으로 한정한다)",0.1,3,16.4,469,-466
"2022-03","5407","합성필라멘트사의 직물(제5404호 재료로 직조한 직물을 포함한다)",12253.8,123489,2464.4,15162,108327
"2022-03","6909","실험실용ㆍ화학용이나 그 밖의 공업용 도자제품, 농업용 도자제 통과 이와 유사한 용기, 물품의 수송용ㆍ포장용으로 사용하는 도자제의 항아리ㆍ단지와 이와 유사한 제품",942.8,30162,1036.3,43498,-13336
"2022-03","7208","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 열간(熱間)압연한 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",617897.2,579276,442851.5,384099,195177
"2022-03","7209","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 냉간압연(냉간환원)한 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",300107.6,272304,26074.7,25135,247169
"2022-03","7210","철이나 비합금강의 평판압연제품[폭이 600밀리미터 이상인 것으로서 클래드(clad)ㆍ도금ㆍ도포한 것으로 한정한다]",520003.6,690579,150030.6,156696,533884
"2022-03","7211","철이나 비합금강의 평판압연제품[폭이 600밀리미터 미만인 것으로 한정하고, 클래드(clad)ㆍ도금ㆍ도포한 것은 제외한다]",11082.8,16294,1384.1,2195,14099
"2022-03","7212","철이나 비합금강의 평판압연제품[폭이 600밀리미터 미만인 것으로서 클래드(clad)ㆍ도금ㆍ도포한 것으로 한정한다]",21123.0,36136,4178.0,6821,29315
"2022-03","7213","철이나 비합금강의 봉[열간(熱間)압연한 것으로서 불규칙적으로 감은 코일 모양인 것으로 한정한다]",48937.8,44841,99171.8,81437,-36596
"2022-03","7214","철이나 비합금강의 그 밖의 봉[단조(鍛造)ㆍ열간(熱間)압연ㆍ열간인발(熱間引拔)ㆍ열간(熱間)압출보다 더 가공하지 않은 것으로 한정하고, 압연 후 꼬임가공된 것을 포함한다]",15803.8,15956,66013.9,50728,-34773
"2022-03","7215","철이나 비합금강의 그 밖의 봉",2058.9,3734,2017.2,2281,1453
"2022-03","7216","철이나 비합금강의 형강(形鋼)",88289.3,93430,96364.1,84490,8939
"2022-03","8108","티타늄과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",215.0,6102,1483.0,25987,-19885
"2022-03","8109","지르코늄과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",21.7,119,19.9,3200,-3081
"2022-03","8110","안티모니와 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",136.4,1775,120.4,1653,121
"2022-03","8111","망간과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",5.8,58,5734.7,35762,-35703
"2022-03","8112","베릴륨ㆍ크로뮴ㆍ하프늄ㆍ레늄ㆍ탈륨ㆍ카드뮴ㆍ게르마늄ㆍ바나듐ㆍ갈륨ㆍ인듐ㆍ니오븀(컬럼븀)과 이것으로 만든 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",448.2,5638,253.0,8392,-2754
"2022-03","8113","서멧(cermet)과 그 제품[웨이스트(waste)와 스크랩(scrap)을 포함한다]",35.4,2330,182.3,10519,-8189
"2022-03","8501","전동기와 발전기(발전세트는 제외한다)",8222.4,127359,10065.7,296407,-169048
"2022-03","8503","부분품(제8501호나 제8502호의 기계에 전용되거나 주로 사용되는 것으로 한정한다)",4171.6,45384,4285.4,38046,7337
"2022-03","8507","축전지(격리판을 포함하며, 직사각형이나 정사각형인지에 상관없다)",99249.0,863932,14814.0,387930,476001
"2022-03","9001","광섬유와 광섬유 다발, 제8544호의 것 외의 광섬유 케이블, 편광재료(polarizing material)로 만든 판, 각종 재료로 만든 렌즈(콘택트렌즈를 포함한다)ㆍ프리즘ㆍ반사경과 그 밖의 광학소자로서 장착되지 않은 것(광학적으로 가공하지 않은 유리로 만든 광학소자는 제외한다)",12691.9,414797,2653.2,160967,253830
"2022-04","2811","그 밖의 무기산과 무기 비(非)금속 산화물",4338.5,15413,17782.7,38086,-22674
"2022-04","3818","전자공업에 사용하기 위하여 도프처리된(doped) 화학원소(디스크ㆍ웨이퍼 모양이나 이와 유사한 모양으로 한정한다), 전자공업에 사용하기 위하여 도프처리된(doped) 화학화합물",189.6,97864,909.5,200015,-102151
"2022-04","3901","에틸렌의 중합체[일차제품(primary form)으로 한정한다]",333818.9,650684,24765.6,54566,596118
