기간,HS코드,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
"2022-06","870324","실린더용량이 3,000시시를 초과하는 것",27005.1,429600,3291.0,109362,320238
"2022-06","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",63.3,475,3355.7,76409,-75935
"2022-06","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",10288.4,164877,1997.2,42972,121905
"2022-06","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",7.9,67,0.0,0,67
"2022-07","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",157370.7,1836144,13649.3,266207,1569937
"2022-07","870324","실린더용량이 3,000시시를 초과하는 것",32377.2,559261,4080.2,99689,459571
"2022-07","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",62.6,508,2888.3,63956,-63448
"2022-07","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",5947.0,84512,1650.1,32160,52352
"2022-07","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",5.4,158,0.0,0,158
"2022-08","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",124000.2,1438988,19903.2,414494,1024494
"2022-08","870324","실린더용량이 3,000시시를 초과하는 것",26269.3,455661,3856.7,159388,296273
"2022-08","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",110.0,960,2491.1,59827,-58867
"2022-08","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",10137.2,172020,2251.7,47035,124985
"2022-08","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",0.6,3,0.0,0,3
"2022-09","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",136621.3,1613010,15779.8,320560,1292451
"2022-09","870324","실린더용량이 3,000시시를 초과하는 것",25906.5,454835,2858.7,128440,326395
"2022-09","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",71.3,657,3424.8,73272,-72615
"2022-09","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",8376.1,134037,2338.1,47243,86793
"2022-09","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",16.3,806,0.0,0,806
"2022-10","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",137772.4,1555044,20847.2,404988,1150056
"2022-10","870324","실린더용량이 3,000시시를 초과하는 것",31083.1,544220,4258.2,133932,410288
"2022-10","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",81.4,828,2673.9,55194,-54366
"2022-10","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",6770.7,108255,2784.9,53604,54652
"2022-10","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",13.5,309,0.0,0,309
"2022-11","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",151515.9,1712178,26014.2,506090,1206088
"2022-11","870324","실린더용량이 3,000시시를 초과하는 것",41076.6,688650,4521.4,165898,522753
"2022-11","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",59.2,809,3182.9,71137,-70328
"2022-11","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",6275.3,107620,2345.0,46098,61523
"2022-11","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",3.2,196,0.0,0,196
"2022-12","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",152212.5,1692612,20603.2,424321,1268291
"2022-12","870324","실린더용량이 3,000시시를 초과하는 것",37707.9,654829,4073.3,126295,528534
"2022-12","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",30.2,455,2657.4,61573,-61117
"2022-12","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",7061.2,127016,1108.3,23582,103434
"2022-12","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",15.0,367,0.0,0,367
"2023-01","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",139413.1,1506946,18066.1,429493,1077453
"2023-01","870324","실린더용량이 3,000시시를 초과하는 것",32216.3,543426,4010.3,154806,388620
"2023-01","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",37.8,587,2074.2,56121,-55534
"2023-01","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",9366.5,169260,1564.0,34083,135178
"2023-01","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",13.6,449,0.0,0,449
"2023-02","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",145445.5,1529741,13392.4,320869,1208873
"2023-02","870324","실린더용량이 3,000시시를 초과하는 것",38413.8,647761,1515.6,70254,577507
"2023-02","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",70.5,1051,1310.8,31874,-30823
"2023-02","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",10662.8,195108,1812.5,38356,156752
"2023-02","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",17.0,173,0.0,0,173
"2023-03","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",160692.4,1654552,18420.6,413685,1240867
"2023-03","870324","실린더용량이 3,000시시를 초과하는 것",41704.3,719163,3512.1,148317,570846
"2023-03","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",82.2,1115,1993.1,55083,-53968
"2023-03","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",11047.5,201796,2251.4,47994,153802
"2023-03","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",19.7,118,0.0,0,118
"2023-04","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",156772.4,1659731,18366.5,412778,1246953
"2023-04","870324","실린더용량이 3,000시시를 초과하는 것",42009.0,736085,4624.9,219967,516118
"2023-04","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",149.0,2128,1473.4,35389,-33260
"2023-04","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",11683.2,217858,3393.5,74534,143324
"2023-04","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",1.9,50,0.0,0,50
"2023-05","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",155382.2,1610307,14511.2,330791,1279516
"2023-05","870324","실린더용량이 3,000시시를 초과하는 것",41675.7,725828,4080.3,227106,498722
"2023-05","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",184.4,2222,2146.0,50512,-48290
"2023-05","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",12178.4,225117,2942.9,68441,156676
"2023-05","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",5.0,248,0.0,0,248
"2023-06","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",155243.7,1579528,19069.1,409012,1170516
"2023-06","870324","실린더용량이 3,000시시를 초과하는 것",39293.0,685748,2999.7,169439,516308
"2023-06","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",112.5,1583,3297.5,79814,-78231
"2023-06","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",14020.5,257594,3345.3,93265,164329
"2023-07","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",153801.4,1576961,10144.4,219968,1356993
"2023-07","870324","실린더용량이 3,000시시를 초과하는 것",40523.4,701701,1661.3,85537,616164
"2023-07","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",131.1,1774,2122.7,46133,-44359
"2023-07","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",12073.8,225371,1160.7,28672,196699
"2023-08","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",143697.9,1452009,8878.6,218366,1233642
"2023-08","870324","실린더용량이 3,000시시를 초과하는 것",35191.1,632489,1834.3,115779,516710
"2023-08","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",39.2,564,2107.1,49452,-48889
"2023-08","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",9602.6,169816,454.2,10631,159185
"2023-09","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",138954.7,1420983,9806.6,215901,1205082
"2023-09","870324","실린더용량이 3,000시시를 초과하는 것",36473.2,666547,895.0,44851,621696
"2023-09","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",69.0,868,4191.8,107517,-106649
"2023-09","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",7871.7,145197,1560.5,37916,107282
"2023-09","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",10.0,296,0.0,0,296
"2023-10","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",164672.2,1704283,12259.3,259471,1444813
"2023-10","870324","실린더용량이 3,000시시를 초과하는 것",47626.5,889845,2058.8,131897,757948
"2023-10","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",53.0,574,2978.0,69706,-69132
"2023-10","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",6835.5,122958,976.5,21858,101100
"2023-10","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",5.0,143,0.0,0,143
"2023-11","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",172302.9,1837803,15039.8,312481,1525322
"2023-11","870324","실린더용량이 3,000시시를 초과하는 것",46494.6,845440,1161.0,58581,786859
"2023-11","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",61.2,1132,3201.7,86710,-85579
"2023-11","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",4766.4,90733,2339.0,56826,33907
"2023-11","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",6.8,213,0.0,0,213
"2023-12","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",162998.0,1747962,13193.8,288550,1459412
"2023-12","870324","실린더용량이 3,000시시를 초과하는 것",43892.1,790852,919.4,60243,730609
"2023-12","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",7.0,147,1646.4,43024,-42877
"2023-12","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",5739.4,112680,2020.1,46321,66358
"2023-12","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",21.7,8,0.0,0,8
"2024-01","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",156961.6,1742364,7522.1,176258,1566106
"2024-01","870324","실린더용량이 3,000시시를 초과하는 것",48546.3,848282,536.7,22984,825298
"2024-01","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",27.1,579,1529.3,39664,-39085
"2024-01","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",7237.5,132881,1628.1,35176,97705
"2024-01","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",2.7,48,0.0,0,48
"2024-02","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",133703.4,1467691,11041.4,239072,1228618
"2024-02","870324","실린더용량이 3,000시시를 초과하는 것",37151.9,622013,779.7,33404,588609
"2024-02","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",48.1,896,1932.8,46227,-45332
"2024-02","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",7020.8,129486,1035.6,24104,105382
"2024-02","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",7.7,120,0.0,0,120
"2024-03","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",158642.3,1771540,12199.8,258659,1512881
"2024-03","870324","실린더용량이 3,000시시를 초과하는 것",39200.9,670020,1838.7,106853,563167
"2024-03","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",48.9,1093,1536.1,36605,-35512
"2024-03","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",6291.6,116900,1016.0,22851,94050
"2024-03","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",4.3,110,0.0,0,110
"2024-04","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",182848.1,2035981,14464.3,261259,1774722
"2024-04","870324","실린더용량이 3,000시시를 초과하는 것",52304.2,895612,1356.3,65043,830569
"2024-04","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",36.2,729,3661.2,90130,-89401
"2024-04","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",12823.7,256818,1378.9,28897,227921
"2024-04","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",16.5,288,0.0,0,288
"2024-05","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",174157.6,1891122,18514.2,356209,1534913
"2024-05","870324","실린더용량이 3,000시시를 초과하는 것",48417.2,871247,1257.9,64031,807216
"2024-05","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",46.5,956,3300.4,76911,-75955
"2024-05","870360","그 밖의 차량(불꽃점화식 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)",11684.3,223989,1312.0,29391,194599
"2024-05","870370","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]",2.1,31,0.0,0,31
"2024-06","870323","실린더용량이 1,500시시 초과 3,000시시 이하인 것",169433.0,1927749,18203.5,323500,1604249
"2024-06","870324","실린더용량이 3,000시시를 초과하는 것",47788.5,855441,1467.8,83666,771775
"2024-06","870350","그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]",97.3,2088,1586.2,38459,-36371
